date,home_team,away_team,home_xg,away_xg,home_goals,away_goals,home_npxg,away_npxg,home_ppda,away_ppda
2022-02-02,Lyon,Marseille,1.552,1.122,2,1,1.5519,1.12202,12.071428571428571,24.8125
2022-02-04,Marseille,Angers,2.347,0.687,5,2,2.34718,0.686866,7.138888888888889,29.25
2022-02-05,Saint-Etienne,Montpellier,2.123,0.698,3,1,2.12286,0.698377,13.833333333333334,29.2
2022-02-05,Monaco,Lyon,2.29,1.307,2,0,2.28974,1.30679,9.885714285714286,6.633333333333334
2022-02-06,Lorient,Lens,1.57,0.392,2,0,1.57013,0.392243,13.178571428571429,5.157894736842105
2022-02-06,Strasbourg,Nantes,1.328,0.262,1,0,1.32815,0.261773,11.12,14.117647058823529
2022-02-06,Troyes,Metz,0.435,0.567,0,0,0.435111,0.566752,31.0,12.523809523809524
2022-02-06,Nice,Clermont Foot,0.699,1.299,0,1,0.698505,1.29927,17.0625,11.333333333333334
2022-02-06,Reims,Bordeaux,2.06,0.121,5,0,1.15356,0.120599,20.4,16.4375
2022-02-06,Rennes,Brest,2.775,0.221,2,0,2.77542,0.220673,10.3,19.894736842105264
2022-02-06,Lille,Paris Saint Germain,0.864,3.038,1,5,0.863815,3.0381,11.428571428571429,12.4
2022-02-11,Paris Saint Germain,Rennes,0.798,0.59,1,0,0.797795,0.589669,7.6,24.933333333333334
2022-02-12,Montpellier,Lille,0.741,1.513,0,1,0.740905,1.51288,10.0,13.8
2022-02-12,Lyon,Nice,2.752,0.08,2,0,1.99199,0.0804562,8.0,20.09090909090909
2022-02-13,Monaco,Lorient,1.314,0.133,0,0,1.31384,0.132654,3.9705882352941178,15.1875
2022-02-13,Nantes,Reims,0.661,0.613,1,0,0.660721,0.613315,7.28125,27.727272727272727
2022-02-13,Angers,Strasbourg,0.259,0.335,0,1,0.258677,0.335367,6.6923076923076925,17.818181818181817
2022-02-13,Brest,Troyes,2.768,0.791,5,1,2.76844,0.79069,6.794117647058823,20.142857142857142
2022-02-13,Clermont Foot,Saint-Etienne,0.834,1.186,1,2,0.834271,1.1863,9.827586206896552,6.114285714285714
2022-02-13,Lens,Bordeaux,2.186,0.758,3,2,1.42621,0.758048,19.105263157894736,12.368421052631579
2022-02-13,Metz,Marseille,0.792,2.319,1,2,0.792396,2.31854,21.846153846153847,16.2
2022-02-18,Lille,Metz,1.189,0.279,0,0,1.18868,0.279242,8.181818181818182,12.74074074074074
2022-02-19,Lens,Lyon,0.656,1.184,1,1,0.655911,1.18398,21.666666666666668,7.64
2022-02-19,Nantes,Paris Saint Germain,2.596,3.653,3,1,1.8358,2.89335,15.962962962962964,8.285714285714286
2022-02-20,Nice,Angers,1.3,0.983,1,0,1.29968,0.98327,13.0,13.346153846153847
2022-02-20,Saint-Etienne,Strasbourg,1.29,1.517,2,2,1.28968,1.51652,20.363636363636363,14.5
2022-02-20,Rennes,Troyes,3.262,0.762,4,1,2.50219,0.762222,8.043478260869565,14.956521739130435
2022-02-20,Reims,Brest,0.54,1.695,1,1,0.540071,0.914269,15.3125,7.769230769230769
2022-02-20,Lorient,Montpellier,0.624,0.376,0,1,0.623848,0.376147,11.285714285714286,13.352941176470589
2022-02-20,Bordeaux,Monaco,0.855,0.952,1,1,0.85473,0.951923,9.576923076923077,11.291666666666666
2022-02-20,Marseille,Clermont Foot,1.024,0.77,0,2,1.02368,0.769815,10.444444444444445,44.25
2022-02-25,Montpellier,Rennes,1.17,1.82,2,4,1.16985,1.05982,15.0,14.529411764705882
2022-02-26,Strasbourg,Nice,1.031,0.149,0,0,1.03088,0.148653,8.782608695652174,28.5
2022-02-26,Paris Saint Germain,Saint-Etienne,2.82,0.642,3,1,2.81988,0.641957,8.25,20.842105263157894
2022-02-27,Monaco,Reims,1.749,1.67,1,2,1.7487,1.66986,4.806451612903226,14.55
